,Food_name,Energy(kcal)_per 100 g,Protein(g) per 100 g,Carbohydrate(g) per 100 g,total sugar(g) per 100 g,Added  Sugar(g) per 100 g,fibre(g) per 100 g,total fat (g) per 100 gms,saturated fat (g) per 100 g,trans fat (g) _per 100 g,Sodium(mg) per 100 g,iron (mg) per 100 gm,Cholesterol per 100 mg
647,"Vanilla Frosty, Small",340.0,9.0,56.0,47.0,0.0,0.0,9.0,6.0,0.0,160.0,0.0,45.0
648,Chocolate Chunk Cookie,310.0,3.0,40.0,24.0,0.0,2.0,16.0,8.0,0.0,210.0,0.0,20.0
649,Double Chocolate Chunk Cookie,290.0,4.0,39.0,21.0,0.0,4.0,14.0,7.0,0.0,230.0,0.0,20.0
650,Sugar Cookie,330.0,3.0,43.0,24.0,0.0,1.0,16.0,8.0,0.0,300.0,0.0,25.0
651,Kids 2 Piece Chicken Tenders,200.0,15.0,13.0,0.0,0.0,0.0,10.0,1.5,0.0,620.0,0.0,45.0
652,Kids 4 Piece Chicken Nuggets,170.0,9.0,10.0,0.0,0.0,0.0,11.0,2.0,0.0,340.0,0.0,35.0
653,Kids Cheeseburger,280.0,15.0,25.0,5.0,0.0,1.0,13.0,6.0,0.5,540.0,0.0,50.0
654,Kids Grilled Chicken Wrap,270.0,20.0,24.0,3.0,0.0,2.0,10.0,3.5,0.0,640.0,0.0,55.0
655,Kids Hamburger,240.0,13.0,24.0,5.0,0.0,1.0,9.0,3.5,0.5,350.0,0.0,40.0
656,Artisan Egg Sandwich with Bacon,320.0,18.0,25.0,4.0,0.0,1.0,17.0,8.0,0.0,750.0,0.0,245.0
657,Artisan Egg Sandwich with Sausage,480.0,21.0,27.0,4.0,0.0,1.0,33.0,13.0,0.0,980.0,0.0,275.0
658,Bacon Breakfast Bowl,510.0,19.0,44.0,2.0,0.0,4.0,28.0,9.0,0.0,1390.0,0.0,245.0
659,Biggie Breakfast Sandwich,610.0,27.0,37.0,7.0,0.0,2.0,40.0,15.0,0.0,1400.0,0.0,290.0
660,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,15.0,34.0,5.0,0.0,1.0,24.0,13.0,0.0,970.0,0.0,235.0
661,Fresh Baked Biscuit with Natural Sausage,590.0,20.0,36.0,6.0,0.0,1.0,41.0,19.0,0.0,1270.0,0.0,270.0
662,Gravy and Sausage Bowl,450.0,12.0,50.0,2.0,0.0,4.0,22.0,6.0,0.0,1260.0,0.0,220.0
663,Honey Butter Chicken Biscuit,500.0,19.0,48.0,9.0,0.0,1.0,26.0,12.0,0.0,1120.0,0.0,50.0
664,Sausage and Egg Burrito,360.0,17.0,29.0,2.0,0.0,1.0,20.0,8.0,0.0,920.0,0.0,210.0
665,Sausage and Gravy Biscuit,490.0,8.0,49.0,6.0,0.0,2.0,29.0,14.0,0.0,1400.0,0.0,20.0
666,Sausage Biscuit,480.0,12.0,35.0,5.0,0.0,1.0,33.0,15.0,0.0,1010.0,0.0,50.0
667,Sausage Breakfast Bowl,640.0,21.0,46.0,3.0,0.0,4.0,42.0,14.0,0.0,1540.0,0.0,270.0
668,"Seasoned Home-Style Potatoes, Large",360.0,5.0,57.0,1.0,0.0,6.0,13.0,2.5,0.0,1080.0,0.0,0.0
669,"Seasoned Home-Style Potatoes, Medium",250.0,4.0,39.0,1.0,0.0,4.0,9.0,1.5,0.0,750.0,0.0,0.0
670,"Seasoned Home-Style Potatoes, Small",230.0,3.0,35.0,0.0,0.0,4.0,8.0,1.5,0.0,680.0,0.0,0.0
671,Two Sausage and Egg Burritos,720.0,34.0,59.0,5.0,0.0,2.0,41.0,16.0,0.0,1830.0,0.0,420.0
672,Two Sausage Biscuits,960.0,23.0,70.0,10.0,0.0,3.0,65.0,31.0,0.0,2020.0,0.0,95.0
673,Limited Time Cinnabon Dessert  Biscuits,290.0,4.0,40.0,17.0,0.0,2.0,13.0,7.0,0.0,580.0,0.0,
674,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,39.0,11.0,0.0,0.0,2.0,21.0,4.0,0.0,1190.0,0.0,120.0
675,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,12.0,4.0,0.0,0.0,1.0,8.0,1.5,0.0,430.0,0.0,55.0
676,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,19.0,8.0,0.0,0.0,1.0,19.0,4.5,0.0,910.0,0.0,100.0
677,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,10.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,380.0,0.0,55.0
678,Chicken Breast,770.0,35.0,21.0,1.0,0.0,1.0,60.0,10.0,0.0,1530.0,0.0,105.0
679,Chicken Drumstick,250.0,11.0,6.0,0.0,0.0,1.0,21.0,3.5,0.0,530.0,0.0,50.0
680,Chicken Thigh,500.0,22.0,11.0,1.0,0.0,1.0,40.0,7.0,0.0,970.0,0.0,100.0
681,Chicken Whole Wing,290.0,10.0,6.0,1.0,0.0,1.0,25.0,4.0,0.0,520.0,0.0,45.0
682,Breast,260.0,38.0,1.0,0.0,0.0,0.0,12.0,3.0,0.0,790.0,0.0,130.0
683,Drumstick,100.0,11.0,0.0,0.0,0.0,0.0,6.0,1.5,0.0,260.0,0.0,55.0
684,Thigh,180.0,17.0,0.0,0.0,0.0,0.0,12.0,3.5,0.0,470.0,0.0,90.0
685,Whole Wing,90.0,9.0,1.0,0.0,0.0,0.0,6.0,1.5,0.0,210.0,0.0,45.0
686,Breast,540.0,31.0,14.0,1.0,0.0,2.0,40.0,7.0,0.0,1390.0,0.0,100.0
687,Drumstick,190.0,9.0,6.0,0.0,0.0,1.0,14.0,2.5,0.0,510.0,0.0,40.0
688,Thigh,390.0,13.0,12.0,1.0,0.0,2.0,32.0,6.0,0.0,900.0,0.0,65.0
689,Whole Wing,180.0,8.0,5.0,0.0,0.0,1.0,15.0,2.5,0.0,450.0,0.0,35.0
690,EXTRA CRISPY  Chicken Breast,530.0,35.0,18.0,0.0,0.0,0.0,35.0,6.0,0.0,1150.0,0.0,105.0
691,EXTRA CRISPY  Chicken Drumstick,170.0,10.0,5.0,0.0,0.0,0.0,12.0,2.0,0.0,390.0,0.0,50.0
692,EXTRA CRISPY  Chicken Thigh,330.0,22.0,9.0,0.0,0.0,0.0,23.0,4.5,0.0,700.0,0.0,100.0
693,EXTRA CRISPY  Chicken Whole Wing,170.0,10.0,5.0,0.0,0.0,0.0,13.0,2.0,0.0,340.0,0.0,45.0
694,KENTUCKY GRILLED CHICKEN Breast,210.0,38.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,710.0,0.0,130.0
695,KENTUCKY GRILLED CHICKEN Drumstick,80.0,11.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,220.0,0.0,55.0
696,KENTUCKY GRILLED CHICKEN Thigh,150.0,17.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,420.0,0.0,90.0
697,KENTUCKY GRILLED CHICKEN Whole Wing,70.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,180.0,0.0,45.0
698,SPICY CRISPY CHICKEN Breast,350.0,30.0,11.0,0.0,0.0,1.0,20.0,3.5,0.0,1100.0,0.0,100.0
699,SPICY CRISPY CHICKEN Drumstick,130.0,9.0,5.0,0.0,0.0,1.0,8.0,1.5,0.0,420.0,0.0,40.0
700,SPICY CRISPY CHICKEN Thigh,270.0,13.0,10.0,0.0,0.0,1.0,20.0,3.5,0.0,720.0,0.0,65.0
701,SPICY CRISPY CHICKEN Whole Wing,120.0,7.0,5.0,0.0,0.0,0.0,8.0,1.5,0.0,350.0,0.0,35.0
702,EXTRA CRISPY  Tender (each),260.0,19.0,15.0,0.0,0.0,,14.0,2.0,0.0,610.0,0.0,50.0
703,EXTRA CRISPY  Tender (each),220.0,10.0,9.0,0.0,0.0,,16.0,2.5,0.0,460.0,0.0,25.0
704,KENTUCKY FRIED WINGS Buffalo,100.0,5.0,3.0,0.0,0.0,0.0,7.0,1.5,0.0,310.0,0.0,20.0
705,KENTUCKY FRIED WINGS Honey BBQ,100.0,5.0,8.0,4.0,0.0,0.0,6.0,1.0,0.0,210.0,0.0,20.0
706,KENTUCKY FRIED WINGS Nashville Hot,130.0,5.0,4.0,0.0,0.0,0.0,11.0,2.0,0.0,230.0,0.0,20.0
707,KENTUCKY FRIED WINGS Unsauced,80.0,5.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,150.0,0.0,20.0
708,POPCORN NUGGETS Kids,290.0,13.0,19.0,0.0,0.0,1.0,19.0,2.5,0.0,870.0,0.0,30.0
709,POPCORN NUGGETS Large,620.0,27.0,39.0,0.0,0.0,2.0,39.0,5.0,0.0,1820.0,0.0,65.0
710,BBQ Baked Beans,190.0,11.0,34.0,15.0,0.0,7.0,1.0,0.0,0.0,650.0,0.0,0.0
711,Biscuit,180.0,4.0,22.0,1.0,0.0,1.0,8.0,4.5,0.0,520.0,0.0,0.0
712,Coleslaw,170.0,1.0,14.0,10.0,0.0,4.0,12.0,2.0,0.0,180.0,0.0,
713,Corn on the Cob,70.0,2.0,17.0,3.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0
714,Green Beans,25.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,300.0,0.0,0.0
715,KFCÂ® Cornbread Muffin,210.0,3.0,28.0,11.0,0.0,,9.0,1.5,0.0,240.0,0.0,35.0
716,Macaroni & Cheese,140.0,5.0,17.0,2.0,0.0,1.0,6.0,1.5,0.0,590.0,0.0,
717,Macaroni Salad,140.0,1.0,14.0,9.0,0.0,0.0,8.0,1.0,0.0,290.0,0.0,15.0
718,Mashed Potatoes,110.0,2.0,17.0,0.0,0.0,1.0,3.5,0.5,0.0,330.0,0.0,0.0
719,Mashed Potatoes With Gravy,130.0,3.0,20.0,0.0,0.0,1.0,4.5,1.0,0.0,520.0,0.0,0.0
720,Potato Salad,340.0,2.0,19.0,3.0,0.0,2.0,28.0,4.5,0.0,290.0,0.0,25.0
721,Secret Recipe Fries,320.0,5.0,41.0,0.0,0.0,3.0,15.0,2.0,0.0,1100.0,0.0,0.0
722,Sweet Kernel Corn,70.0,2.0,16.0,2.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0
723,BBQ Baked Beans (Family),830.0,47.0,148.0,63.0,0.0,31.0,5.0,1.0,0.0,2810.0,0.0,0.0
724,Coleslaw (Family),640.0,4.0,54.0,37.0,0.0,14.0,46.0,7.0,0.0,670.0,0.0,15.0
725,Corn on the Cob (Family),280.0,9.0,67.0,11.0,0.0,8.0,2.0,0.0,0.0,15.0,0.0,0.0
726,Green Beans (Family),80.0,4.0,15.0,3.0,0.0,9.0,0.0,0.0,0.0,930.0,0.0,0.0
727,Macaroni & Cheese (Family),540.0,18.0,66.0,8.0,0.0,5.0,23.0,6.0,0.0,2220.0,0.0,10.0
728,Macaroni Salad (Family),480.0,3.0,50.0,30.0,0.0,0.0,28.0,3.5,0.0,990.0,0.0,55.0
729,Mashed Potatoes (Family),460.0,9.0,72.0,0.0,0.0,6.0,15.0,3.0,0.0,1410.0,0.0,0.0
730,Mashed Potatoes With Gravy (Family),590.0,12.0,88.0,1.0,0.0,6.0,21.0,5.0,0.0,2590.0,0.0,0.0
731,Potato Salad (Family),1200.0,8.0,65.0,12.0,0.0,8.0,98.0,16.0,0.0,1010.0,0.0,80.0
732,Secret Recipe Fries (Family),840.0,13.0,108.0,0.0,0.0,9.0,40.0,5.0,0.0,2890.0,0.0,0.0
733,Sweet Kernel Corn (Family),280.0,10.0,67.0,8.0,0.0,7.0,2.5,0.0,0.0,10.0,0.0,0.0
734,Chicken Littles,300.0,14.0,27.0,3.0,0.0,1.0,15.0,2.5,0.0,620.0,0.0,30.0
735,Chicken Littles â Buffalo,310.0,14.0,27.0,3.0,0.0,1.0,17.0,2.5,0.0,790.0,0.0,30.0
736,Chicken Littles â Honey BBQ,320.0,14.0,31.0,7.0,0.0,1.0,15.0,2.5,0.0,680.0,0.0,30.0
737,Chicken Littles â Nashville Hot,340.0,14.0,27.0,3.0,0.0,1.0,19.0,3.0,0.0,680.0,0.0,30.0
738,Classic Chicken Sandwich,650.0,34.0,49.0,6.0,0.0,1.0,35.0,4.5,0.0,1260.0,0.0,90.0
739,Crispy Colonelâs Sandwich,470.0,24.0,39.0,4.0,0.0,,24.0,3.5,0.0,1170.0,0.0,60.0
740,Crispy Colonelâs Sandwich â Buffalo,500.0,24.0,39.0,4.0,0.0,,27.0,4.0,0.0,1500.0,0.0,60.0
741,Crispy Colonelâs Sandwich â Honey BBQ,510.0,24.0,48.0,12.0,0.0,,25.0,3.5,0.0,1290.0,0.0,60.0
742,Crispy Colonelâs Sandwich â Nashville Hot,540.0,24.0,40.0,5.0,0.0,,32.0,4.5,0.0,1290.0,0.0,60.0
743,Crispy TwisterÂ®,630.0,28.0,53.0,3.0,0.0,4.0,34.0,7.0,0.0,1260.0,0.0,70.0
744,Honey BBQ Sandwich,350.0,24.0,55.0,22.0,0.0,2.0,3.5,0.5,0.0,1350.0,0.0,55.0
745,Spicy Chicken Sandwich,620.0,34.0,49.0,6.0,0.0,1.0,33.0,4.0,0.0,2140.0,0.0,85.0
746,Chicken Pot Pie,720.0,26.0,60.0,5.0,0.0,7.0,41.0,25.0,0.0,1750.0,0.0,80.0
747,KFCÂ® Famous Bowl,740.0,26.0,81.0,2.0,0.0,6.0,35.0,6.0,0.0,2350.0,0.0,45.0
748,KFCÂ® Famous Bowl â Snack Size,270.0,11.0,27.0,1.0,0.0,2.0,14.0,3.5,0.0,850.0,0.0,20.0
749,Caesar Side Salad,40.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,90.0,0.0,5.0
750,House Side Salad,15.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0
751,Heinz Buttermilk Dressing,160.0,0.0,1.0,1.0,0.0,0.0,17.0,2.0,0.0,220.0,0.0,10.0
752,Hidden Valley The Original Ranch Fat Free Dressing,35.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0
753,KFCÂ® Creamy Parmesan Caesar Dressing,260.0,2.0,4.0,2.0,0.0,0.0,26.0,5.0,0.0,540.0,0.0,15.0
754,Marzetti Light Italian Dressing,15.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,510.0,0.0,0.0
755,Parmesan Garlic Croutons,60.0,2.0,8.0,0.0,0.0,,3.0,0.0,0.0,135.0,0.0,0.0
756,Apple Turnover,230.0,2.0,32.0,12.0,0.0,,10.0,2.5,0.0,140.0,0.0,0.0
757,CafÃ© Valley Chocolate Chip Cake (1 Slice),300.0,4.0,39.0,27.0,0.0,1.0,15.0,3.0,0.0,260.0,0.0,50.0
758,CafÃ© Valley Lemon Cake (1 Slice),220.0,2.0,30.0,20.0,0.0,0.0,10.0,2.0,0.0,170.0,0.0,30.0
759,CafÃ© Valley Mini Chocolate Chip Cake,300.0,3.0,49.0,35.0,0.0,1.0,12.0,2.5,0.0,190.0,0.0,40.0
760,CafÃ© Valley Mini Lemon Cake,300.0,3.0,43.0,31.0,0.0,0.0,13.0,2.5,0.0,230.0,0.0,50.0
761,Chocolate Chip Cookie,120.0,1.0,18.0,12.0,0.0,1.0,6.0,3.0,0.0,70.0,0.0,
762,Oreo Cookies and CrÃ¨me Pie,270.0,3.0,35.0,24.0,0.0,1.0,13.0,8.0,0.0,210.0,0.0,
763,Reeseâs Peanut Butter Pie,300.0,5.0,33.0,22.0,0.0,1.0,17.0,9.0,0.0,270.0,0.0,
764,BBQ â Dipping Sauce Cup,45.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0
765,Colonelâs Buttery Spread,35.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,0.0,35.0,0.0,0.0
766,Grape Jelly Packet,35.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
767,Honey Mustard â Dipping Sauce Cup,110.0,0.0,6.0,6.0,0.0,0.0,9.0,1.5,0.0,120.0,0.0,
768,Honey Sauce Packet,30.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Ketchup,30.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
770,KFC Sauce â Dipping Sauce Cup,90.0,0.0,5.0,5.0,0.0,0.0,8.0,1.5,0.0,170.0,0.0,10.0
771,Lemon Juice Packet,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
772,Ranch â Dipping Sauce Cup,130.0,0.0,2.0,1.0,0.0,0.0,14.0,2.5,0.0,240.0,0.0,10.0
773,Strawberry Jam Packet,35.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Capri SunÂ® 100% Juice Fruit Punch,80.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
775,Chocolate Milk 1%,150.0,7.0,26.0,23.0,0.0,0.0,2.5,1.5,0.0,170.0,0.0,10.0
776,Milk 1%,90.0,7.0,10.0,10.0,0.0,0.0,2.0,1.5,0.0,105.0,0.0,10.0
777,Musselmanâsâ¢ Applesauce,45.0,0.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,7UPÂ® (12 fl oz),140.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
779,7UPÂ® (16 fl oz),190.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
780,7UPÂ® (20 fl oz),240.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
781,7UPÂ® (30 fl oz),350.0,0.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
782,Classic Lemonade (1/2 Gallon),880.0,0.0,234.0,228.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0
783,Classic Lemonade (20 fl oz),140.0,0.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
784,Code Red Mountain DewÂ® (12 fl oz),170.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
785,Code Red Mountain DewÂ® (16 fl oz),230.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
786,Code Red Mountain DewÂ® (20 fl oz),290.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
787,Code Red Mountain DewÂ® (30 fl oz),430.0,0.0,116.0,115.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
788,Diet Dr PepperÂ® (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
789,Diet Dr PepperÂ® (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
790,Diet Dr PepperÂ® (20 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
791,Diet Dr PepperÂ® (30 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
792,Diet Mist TwstÂ® (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
793,Diet Mist TwstÂ® (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
794,Diet Mist TwstÂ® (20 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
795,Diet Mist TwstÂ® (30 fl oz),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
796,Diet Mountain DewÂ® (12 fl oz),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
797,Diet Mountain DewÂ® (16 fl oz),5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
798,Diet Mountain DewÂ® (20 fl oz),10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
799,Diet Mountain DewÂ® (30 fl oz),10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
800,Diet PepsiÂ® (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
801,Diet PepsiÂ® (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
802,Diet PepsiÂ® (20 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
803,Diet PepsiÂ® (30 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
804,Diet PepsiÂ® Wild Cherry PepsiÂ® (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
805,Diet PepsiÂ® Wild Cherry PepsiÂ® (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
806,Diet PepsiÂ® Wild Cherry PepsiÂ® (20 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
807,Diet PepsiÂ® Wild Cherry PepsiÂ® (30 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
808,Dr PepperÂ® (12 fl oz),140.0,0.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
809,Dr PepperÂ® (16 fl oz),190.0,0.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
810,Dr PepperÂ® (20 fl oz),240.0,0.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
811,Dr PepperÂ® (30 fl oz),360.0,0.0,98.0,96.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0
812,LiptonÂ® BriskÂ® Lemon Tea (12 fl oz),80.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
813,LiptonÂ® BriskÂ® Lemon Tea (16 fl oz),110.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
814,LiptonÂ® BriskÂ® Lemon Tea (20 fl oz),140.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
815,LiptonÂ® BriskÂ® Lemon Tea (30 fl oz),210.0,0.0,55.0,54.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
816,LiptonÂ® BriskÂ® No Calorie Peach Iced Green Tea (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
817,LiptonÂ® BriskÂ® No Calorie Peach Iced Green Tea (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
818,LiptonÂ® BriskÂ® No Calorie Peach Iced Green Tea (20 fl oz),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
819,LiptonÂ® BriskÂ® No Calorie Peach Iced Green Tea (30 fl oz),10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0
820,LiptonÂ® BriskÂ® Raspberry Tea (12 fl oz),80.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
821,LiptonÂ® BriskÂ® Raspberry Tea (16 fl oz),100.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
822,LiptonÂ® BriskÂ® Raspberry Tea (20 fl oz),130.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
823,LiptonÂ® BriskÂ® Raspberry Tea (30 fl oz),190.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0
824,LiptonÂ® BriskÂ® Sweet Iced Tea (12 fl oz),80.0,0.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
825,LiptonÂ® BriskÂ® Sweet Iced Tea (16 fl oz),110.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
826,LiptonÂ® BriskÂ® Sweet Iced Tea (20 fl oz),130.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
827,LiptonÂ® BriskÂ® Sweet Iced Tea (30 fl oz),200.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
828,LiptonÂ® BriskÂ® Unsweetened No Lemon Iced Tea (12 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
829,LiptonÂ® BriskÂ® Unsweetened No Lemon Iced Tea (16 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
830,LiptonÂ® BriskÂ® Unsweetened No Lemon Iced Tea (20 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
831,LiptonÂ® BriskÂ® Unsweetened No Lemon Iced Tea (30 fl oz),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
832,Manzanita SolÂ® (12 fl oz),160.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
833,Manzanita SolÂ® (16 fl oz),210.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
834,Manzanita SolÂ® (20 fl oz),260.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
835,Manzanita SolÂ® (30 fl oz),400.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
836,MirandaÂ® Strawberry (12 fl oz),160.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
837,MirandaÂ® Strawberry (16 fl oz),220.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
838,MirandaÂ® Strawberry (20 fl oz),270.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
839,MirandaÂ® Strawberry (30 fl oz),410.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
840,Mist TwstÂ® (12 fl oz),150.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0
841,Mist TwstÂ® (16 fl oz),200.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
842,Mist TwstÂ® (20 fl oz),260.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
843,Mist TwstÂ® (30 fl oz),380.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
844,MNT DEW Sweet Lightning (20 fl oz),120.0,0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
845,Mountain DewÂ® (12 fl oz),160.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
846,Mountain DewÂ® (16 fl oz),220.0,0.0,59.0,58.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
847,Mountain DewÂ® (20 fl oz),270.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
